Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
7/7/2022,"82,145.00","82,936.00","83,628.00","82,145.00",1.29M,-0.48%
6/7/2022,"82,540.00","83,133.00","84,913.00","82,540.00",2.23M,-2.22%
5/7/2022,"84,418.00","86,791.00","86,791.00","84,418.00",1.40M,-1.50%
4/7/2022,"85,703.00","87,483.00","87,483.00","85,012.00",1.01M,-1.48%
1/7/2022,"86,989.00","86,000.00","87,779.00","83,825.00",1.70M,2.09%
30/06/2022,"85,209.00","88,471.00","88,867.00","85,209.00",1.51M,-4.22%
29/06/2022,"88,966.00","87,878.00","88,966.00","87,186.00",1.18M,0.33%
28/06/2022,"88,669.00","88,471.00","89,163.00","86,198.00",2.30M,3.70%
27/06/2022,"85,506.00","85,407.00","86,890.00","84,913.00",1.25M,1.17%
24/06/2022,"84,517.00","85,110.00","86,791.00","84,517.00",902.40K,0.00%
23/06/2022,"84,517.00","83,035.00","85,802.00","82,738.00",2.02M,1.18%
22/06/2022,"83,529.00","88,768.00","89,361.00","83,430.00",2.97M,-5.16%
21/06/2022,"88,076.00","91,338.00","92,425.00","87,977.00",2.46M,-3.15%
20/06/2022,"90,943.00","92,425.00","93,414.00","90,251.00",2.48M,0.00%
17/06/2022,"90,943.00","89,262.00","91,536.00","87,977.00",2.32M,0.00%
16/06/2022,"90,943.00","89,954.00","92,722.00","89,163.00",2.52M,1.66%
15/06/2022,"89,460.00","89,559.00","89,559.00","86,989.00",1.76M,1.57%
14/06/2022,"88,076.00","85,012.00","88,867.00","84,517.00",2.31M,3.36%
13/06/2022,"85,209.00","86,989.00","89,756.00","85,012.00",3.39M,-5.96%
10/6/2022,"90,613.00","93,414.00","94,485.00","90,613.00",3.57M,-4.60%
9/6/2022,"94,979.00","95,144.00","95,473.00","93,331.00",2.05M,0.26%
8/6/2022,"94,732.00","95,803.00","96,874.00","94,320.00",3.19M,-0.52%
7/6/2022,"95,226.00","92,837.00","95,226.00","89,460.00",4.69M,2.30%
6/6/2022,"93,084.00","93,908.00","95,556.00","92,261.00",3.07M,-0.88%
3/6/2022,"93,908.00","91,849.00","93,908.00","91,354.00",2.11M,2.24%
2/6/2022,"91,849.00","92,920.00","94,567.00","91,519.00",2.75M,-0.27%
1/6/2022,"92,096.00","90,531.00","93,002.00","90,448.00",2.44M,1.73%
31/05/2022,"90,531.00","91,684.00","91,684.00","88,554.00",2.59M,-1.26%
30/05/2022,"91,684.00","91,519.00","92,590.00","89,954.00",3.00M,-0.45%
27/05/2022,"92,096.00","86,988.00","92,261.00","86,906.00",4.65M,5.87%
26/05/2022,"86,988.00","86,659.00","88,224.00","86,165.00",1.71M,0.57%
25/05/2022,"86,494.00","81,964.00","86,494.00","81,305.00",4.52M,6.92%
24/05/2022,"80,893.00","79,492.00","80,893.00","79,080.00",1.66M,1.76%
23/05/2022,"79,492.00","80,893.00","80,893.00","79,163.00",1.36M,-1.03%
20/05/2022,"80,316.00","80,481.00","81,469.00","79,904.00",1.69M,0.52%
19/05/2022,"79,904.00","78,339.00","80,481.00","78,339.00",1.47M,-0.72%
18/05/2022,"80,481.00","82,128.00","82,458.00","80,316.00",2.32M,-2.01%
17/05/2022,"82,128.00","76,609.00","82,128.00","76,197.00",2.45M,6.97%
16/05/2022,"76,774.00","80,316.00","80,316.00","76,774.00",2.09M,-0.43%
13/05/2022,"77,103.00","79,163.00","81,552.00","76,692.00",4.92M,-2.09%
12/5/2022,"78,751.00","81,799.00","83,941.00","78,257.00",3.11M,-6.18%
11/5/2022,"83,941.00","80,728.00","83,941.00","79,739.00",2.00M,3.56%
10/5/2022,"81,057.00","77,433.00","81,387.00","75,785.00",3.38M,4.68%
9/5/2022,"77,433.00","80,975.00","81,552.00","77,433.00",5.40M,-6.19%
6/5/2022,"82,540.00","84,270.00","85,670.00","82,540.00",2.92M,-4.30%
5/5/2022,"86,247.00","86,165.00","86,906.00","83,941.00",2.63M,0.19%
4/5/2022,"86,082.00","86,412.00","87,236.00","85,753.00",1.92M,-0.48%
29/04/2022,"86,494.00","86,494.00","88,224.00","85,835.00",4.79M,-0.47%
28/04/2022,"86,906.00","84,764.00","87,977.00","84,435.00",3.04M,2.43%
27/04/2022,"84,847.00","84,435.00","85,670.00","82,787.00",3.04M,-1.25%
26/04/2022,"85,918.00","82,540.00","86,494.00","79,904.00",6.52M,0.87%
25/04/2022,"85,176.00","90,695.00","91,354.00","85,176.00",5.53M,-6.93%
22/04/2022,"91,519.00","92,672.00","93,826.00","87,318.00",6.85M,-0.80%
21/04/2022,"92,261.00","91,602.00","95,473.00","91,602.00",4.88M,0.00%
20/04/2022,"92,261.00","92,261.00","93,084.00","90,284.00",3.95M,0.00%
19/04/2022,"92,261.00","95,967.00","96,379.00","92,261.00",5.68M,-3.03%
18/04/2022,"95,144.00","94,732.00","97,697.00","93,908.00",4.03M,0.43%
15/04/2022,"94,732.00","94,814.00","97,121.00","93,908.00",3.75M,-1.37%
14/04/2022,"96,050.00","94,897.00","97,944.00","94,897.00",4.24M,1.30%
13/04/2022,"94,814.00","90,613.00","94,814.00","90,448.00",3.99M,4.83%
12/4/2022,"90,448.00","89,789.00","91,849.00","87,812.00",3.79M,1.20%
8/4/2022,"89,377.00","93,331.00","93,826.00","89,377.00",4.88M,-4.24%
7/4/2022,"93,331.00","93,661.00","96,297.00","92,343.00",4.70M,0.27%
6/4/2022,"93,084.00","89,295.00","93,908.00","89,295.00",5.01M,3.67%
5/4/2022,"89,789.00","89,872.00","91,931.00","89,789.00",2.24M,-0.27%
4/4/2022,"90,036.00","93,496.00","93,496.00","90,036.00",3.23M,-1.53%
1/4/2022,"91,437.00","88,059.00","91,437.00","87,400.00",5.18M,3.74%
31/03/2022,"88,142.00","86,906.00","91,107.00","86,165.00",4.17M,0.94%
30/03/2022,"87,318.00","87,153.00","88,389.00","86,082.00",3.40M,1.05%
29/03/2022,"86,412.00","81,222.00","86,412.00","81,222.00",9.87M,6.93%
28/03/2022,"80,810.00","78,669.00","81,305.00","78,421.00",4.20M,2.51%
25/03/2022,"78,833.00","79,163.00","79,492.00","78,751.00",1.47M,-0.31%
24/03/2022,"79,080.00","79,080.00","80,069.00","78,504.00",2.19M,-0.52%
23/03/2022,"79,492.00","79,492.00","80,316.00","79,080.00",2.37M,0.10%
22/03/2022,"79,410.00","79,080.00","79,904.00","78,586.00",2.50M,1.15%
21/03/2022,"78,504.00","78,421.00","79,080.00","78,257.00",1.87M,0.21%
18/03/2022,"78,339.00","76,609.00","79,575.00","76,609.00",3.38M,3.37%
17/03/2022,"75,785.00","75,621.00","76,362.00","75,374.00",1.42M,0.44%
16/03/2022,"75,456.00","75,044.00","76,033.00","74,550.00",1.37M,0.66%
15/03/2022,"74,962.00","75,621.00","75,621.00","73,973.00",2.25M,-0.87%
14/03/2022,"75,621.00","76,609.00","76,609.00","74,550.00",2.33M,-1.50%
11/3/2022,"76,774.00","77,845.00","77,927.00","76,362.00",1.37M,-1.48%
10/3/2022,"77,927.00","79,328.00","79,328.00","77,927.00",934.44K,-0.94%
9/3/2022,"78,669.00","77,927.00","79,492.00","77,927.00",2.64M,0.74%
8/3/2022,"78,092.00","77,268.00","78,586.00","76,280.00",2.67M,1.07%
7/3/2022,"77,268.00","76,692.00","77,351.00","75,950.00",2.04M,0.32%
4/3/2022,"77,021.00","76,856.00","77,268.00","76,609.00",1.61M,0.11%
3/3/2022,"76,939.00","76,774.00","77,433.00","76,774.00",1.15M,0.32%
2/3/2022,"76,692.00","76,609.00","76,939.00","76,362.00",1.31M,-0.32%
1/3/2022,"76,939.00","77,433.00","77,433.00","76,197.00",1.32M,0.11%
28/02/2022,"76,856.00","76,033.00","77,021.00","76,033.00",1.81M,1.08%
25/02/2022,"76,033.00","76,115.00","76,939.00","75,868.00",1.27M,0.33%
24/02/2022,"75,785.00","76,609.00","77,021.00","74,138.00",1.62M,-1.08%
23/02/2022,"76,609.00","76,280.00","77,351.00","76,280.00",1.17M,0.11%
22/02/2022,"76,527.00","76,609.00","76,856.00","75,785.00",1.39M,-0.64%
21/02/2022,"77,021.00","75,950.00","77,433.00","75,785.00",1.66M,1.41%
18/02/2022,"75,950.00","76,033.00","76,197.00","75,538.00",742.56K,-0.65%
17/02/2022,"76,444.00","75,703.00","76,444.00","74,962.00",1.02M,1.64%
16/02/2022,"75,209.00","75,538.00","76,197.00","75,209.00",737.04K,0.22%
15/02/2022,"75,044.00","74,962.00","75,538.00","74,550.00",786.48K,0.11%
14/02/2022,"74,962.00","74,962.00","75,456.00","74,467.00",928.92K,-0.65%
11/2/2022,"75,456.00","75,621.00","76,115.00","75,291.00",769.92K,-0.43%
10/2/2022,"75,785.00","75,291.00","75,785.00","74,303.00",1.17M,1.43%
9/2/2022,"74,715.00","75,538.00","75,538.00","74,632.00",1.37M,0.11%
8/2/2022,"74,632.00","73,726.00","75,621.00","73,726.00",1.01M,1.23%
7/2/2022,"73,726.00","74,138.00","74,220.00","73,314.00",622.08K,0.00%
28/01/2022,"73,726.00","70,843.00","73,726.00","70,761.00",1.86M,4.19%
27/01/2022,"70,761.00","70,843.00","71,420.00","70,349.00",863.52K,-0.12%
26/01/2022,"70,843.00","71,667.00","71,667.00","70,431.00",1.10M,-0.58%
25/01/2022,"71,255.00","70,184.00","72,079.00","69,195.00",1.43M,1.41%
24/01/2022,"70,266.00","72,655.00","72,902.00","70,019.00",2.43M,-3.29%
21/01/2022,"72,655.00","73,314.00","73,973.00","72,655.00",1.01M,-0.68%
20/01/2022,"73,149.00","72,820.00","74,962.00","72,738.00",1.60M,0.57%
19/01/2022,"72,738.00","72,573.00","73,479.00","72,490.00",893.88K,0.23%
18/01/2022,"72,573.00","72,738.00","73,808.00","72,490.00",1.45M,-1.01%
17/01/2022,"73,314.00","74,550.00","75,209.00","73,314.00",1.88M,-2.52%
14/01/2022,"75,209.00","75,538.00","75,868.00","74,879.00",824.04K,-0.87%
13/01/2022,"75,868.00","74,879.00","76,362.00","73,973.00",2.17M,2.79%
12/1/2022,"73,808.00","73,397.00","74,632.00","72,902.00",2.09M,0.11%
11/1/2022,"73,726.00","75,785.00","75,950.00","73,397.00",3.01M,-2.72%
10/1/2022,"75,785.00","76,774.00","77,021.00","75,703.00",2.26M,-1.50%
7/1/2022,"76,939.00","76,692.00","77,186.00","76,692.00",1.22M,-0.11%
6/1/2022,"77,021.00","77,103.00","77,433.00","77,021.00",1.43M,-0.11%
5/1/2022,"77,103.00","77,186.00","77,598.00","77,021.00",1.43M,0.11%
4/1/2022,"77,021.00","76,939.00","77,598.00","76,856.00",2.32M,0.54%
31/12/2021,"76,609.00","77,268.00","77,762.00","76,609.00",1.93M,-0.64%
30/12/2021,"77,103.00","77,186.00","77,680.00","77,021.00",972.96K,0.00%
29/12/2021,"77,103.00","78,092.00","78,092.00","77,103.00",1.09M,-0.95%
28/12/2021,"77,845.00","77,845.00","78,174.00","77,515.00",680.76K,0.00%
27/12/2021,"77,845.00","77,598.00","78,257.00","76,856.00",952.44K,0.75%
24/12/2021,"77,268.00","77,021.00","77,845.00","76,444.00",1.42M,0.64%
23/12/2021,"76,774.00","78,257.00","78,257.00","76,609.00",2.32M,-1.90%
22/12/2021,"78,257.00","78,257.00","78,586.00","77,927.00",2.00M,-0.21%
21/12/2021,"78,421.00","78,833.00","78,998.00","78,339.00",1.33M,-0.63%
20/12/2021,"78,916.00","79,492.00","79,492.00","78,669.00",1.22M,-0.62%
17/12/2021,"79,410.00","78,751.00","79,904.00","78,669.00",1.38M,0.94%
16/12/2021,"78,669.00","80,316.00","80,316.00","78,669.00",1.49M,-0.42%
15/12/2021,"78,998.00","78,833.00","79,328.00","78,751.00",970.08K,0.21%
14/12/2021,"78,833.00","79,080.00","79,410.00","78,586.00",1.37M,-0.31%
13/12/2021,"79,080.00","79,492.00","79,492.00","78,751.00",1.08M,0.21%
10/12/2021,"78,916.00","79,410.00","79,904.00","78,586.00",1.39M,-1.24%
9/12/2021,"79,904.00","78,339.00","79,904.00","78,339.00",1.19M,1.46%
8/12/2021,"78,751.00","79,492.00","79,492.00","78,257.00",1.28M,-0.42%
7/12/2021,"79,080.00","78,257.00","79,080.00","77,845.00",1.74M,1.59%
6/12/2021,"77,845.00","78,669.00","79,492.00","77,598.00",2.87M,-1.05%
3/12/2021,"78,669.00","80,563.00","80,563.00","78,669.00",2.41M,-1.75%
2/12/2021,"80,069.00","80,398.00","80,975.00","80,069.00",1.14M,-1.02%
1/12/2021,"80,893.00","80,316.00","81,222.00","79,657.00",1.51M,1.13%
30/11/2021,"79,987.00","80,810.00","81,140.00","79,904.00",3.08M,-1.02%
29/11/2021,"80,810.00","80,316.00","81,469.00","80,316.00",2.39M,-0.81%
26/11/2021,"81,469.00","82,458.00","83,034.00","81,387.00",2.40M,-1.10%
25/11/2021,"82,375.00","81,140.00","83,858.00","80,975.00",6.58M,2.14%
24/11/2021,"80,646.00","79,657.00","81,057.00","79,410.00",2.93M,1.35%
23/11/2021,"79,575.00","78,257.00","79,575.00","78,174.00",1.38M,1.68%
22/11/2021,"78,257.00","78,669.00","79,080.00","78,257.00",2.00M,-0.31%
19/11/2021,"78,504.00","80,316.00","80,563.00","78,339.00",2.98M,-1.24%
18/11/2021,"79,492.00","80,975.00","81,305.00","79,492.00",2.41M,-1.83%
17/11/2021,"80,975.00","80,975.00","81,057.00","80,728.00",1.42M,0.00%
16/11/2021,"80,975.00","80,151.00","81,964.00","79,739.00",4.21M,1.03%
15/11/2021,"80,151.00","81,140.00","81,140.00","80,151.00",2.29M,-0.71%
12/11/2021,"80,728.00","79,245.00","80,893.00","78,998.00",2.69M,2.08%
11/11/2021,"79,080.00","79,904.00","80,728.00","78,916.00",2.55M,-1.03%
10/11/2021,"79,904.00","79,410.00","79,904.00","78,998.00",1.91M,0.62%
9/11/2021,"79,410.00","80,316.00","80,398.00","79,080.00",2.22M,-1.03%
8/11/2021,"80,234.00","80,398.00","81,140.00","80,151.00",2.03M,-0.20%
5/11/2021,"80,398.00","79,245.00","80,563.00","79,080.00",2.60M,1.67%
4/11/2021,"79,080.00","79,163.00","79,739.00","78,833.00",2.11M,-0.10%
3/11/2021,"79,163.00","79,245.00","79,657.00","78,421.00",3.22M,0.00%
2/11/2021,"79,163.00","78,669.00","79,904.00","78,669.00",2.53M,0.31%
1/11/2021,"78,916.00","80,234.00","80,234.00","78,751.00",3.43M,-1.14%
29/10/2021,"79,822.00","80,728.00","80,728.00","79,822.00",2.86M,-1.12%
28/10/2021,"80,728.00","80,893.00","81,057.00","80,069.00",1.97M,-0.20%
27/10/2021,"80,893.00","79,739.00","80,893.00","79,492.00",2.79M,1.34%
26/10/2021,"79,822.00","78,257.00","79,822.00","77,680.00",2.23M,2.11%
25/10/2021,"78,174.00","79,245.00","79,245.00","78,174.00",3.53M,-1.35%
22/10/2021,"79,245.00","79,904.00","80,234.00","79,163.00",2.43M,-0.52%
21/10/2021,"79,657.00","81,057.00","81,140.00","79,657.00",2.74M,-0.92%
20/10/2021,"80,398.00","81,305.00","81,964.00","79,575.00",2.70M,-1.01%
19/10/2021,"81,222.00","81,552.00","81,964.00","81,222.00",1.84M,-0.40%
18/10/2021,"81,552.00","81,552.00","82,375.00","81,222.00",2.72M,0.10%
15/10/2021,"81,469.00","81,881.00","82,458.00","81,057.00",2.04M,0.10%
14/10/2021,"81,387.00","81,881.00","82,375.00","81,057.00",2.19M,-0.60%
13/10/2021,"81,881.00","81,552.00","83,611.00","81,140.00",3.88M,0.40%
12/10/2021,"81,552.00","81,716.00","81,716.00","81,140.00",1.35M,-0.20%
11/10/2021,"81,716.00","81,552.00","81,799.00","80,975.00",2.75M,0.30%
8/10/2021,"81,469.00","78,257.00","81,964.00","77,762.00",9.97M,4.88%
7/10/2021,"77,680.00","78,174.00","78,257.00","77,515.00",1.80M,-0.11%
6/10/2021,"77,762.00","77,845.00","78,010.00","77,186.00",1.89M,0.00%
5/10/2021,"77,762.00","78,257.00","79,080.00","77,762.00",1.67M,-0.21%
4/10/2021,"77,927.00","76,609.00","78,421.00","76,115.00",2.73M,1.83%
1/10/2021,"76,527.00","76,527.00","76,692.00","76,197.00",1.27M,-0.11%
30/09/2021,"76,609.00","77,021.00","77,351.00","76,609.00",1.20M,-0.21%
29/09/2021,"76,774.00","76,609.00","76,939.00","76,033.00",1.41M,0.22%
28/09/2021,"76,609.00","75,538.00","76,609.00","75,374.00",1.67M,0.98%
27/09/2021,"75,868.00","76,527.00","77,021.00","75,868.00",1.86M,-0.65%
24/09/2021,"76,362.00","76,774.00","76,774.00","76,362.00",1.74M,-0.43%
23/09/2021,"76,692.00","76,774.00","77,268.00","76,609.00",1.67M,-0.11%
22/09/2021,"76,774.00","76,774.00","76,939.00","76,362.00",2.43M,-0.32%
21/09/2021,"77,021.00","76,939.00","77,433.00","76,197.00",3.24M,-0.95%
20/09/2021,"77,762.00","79,080.00","79,245.00","77,515.00",3.03M,-1.36%
17/09/2021,"78,833.00","78,669.00","79,904.00","78,586.00",3.99M,1.05%
16/09/2021,"78,010.00","77,762.00","78,257.00","77,598.00",2.31M,0.64%
15/09/2021,"77,515.00","77,268.00","77,762.00","76,856.00",2.03M,0.32%
14/09/2021,"77,268.00","76,856.00","78,010.00","76,609.00",3.03M,0.86%
13/09/2021,"76,609.00","77,103.00","77,433.00","76,527.00",1.92M,-0.53%
10/9/2021,"77,021.00","76,939.00","77,762.00","76,939.00",1.73M,0.32%
9/9/2021,"76,774.00","76,692.00","77,351.00","76,444.00",1.67M,0.11%
8/9/2021,"76,692.00","77,021.00","77,598.00","76,444.00",1.74M,-0.43%
7/9/2021,"77,021.00","78,504.00","78,504.00","77,021.00",2.75M,-1.47%
6/9/2021,"78,174.00","76,115.00","78,174.00","76,033.00",3.75M,2.71%
1/9/2021,"76,115.00","75,868.00","76,609.00","75,868.00",1.62M,0.00%
31/08/2021,"76,115.00","76,033.00","76,774.00","75,785.00",2.34M,0.22%
30/08/2021,"75,950.00","76,609.00","76,609.00","75,868.00",1.79M,0.22%
27/08/2021,"75,785.00","74,962.00","75,785.00","74,632.00",2.28M,0.66%
26/08/2021,"75,291.00","75,785.00","76,527.00","75,126.00",2.11M,-0.54%
25/08/2021,"75,703.00","76,115.00","76,115.00","74,962.00",1.61M,0.00%
24/08/2021,"75,703.00","75,374.00","75,785.00","74,056.00",3.70M,0.99%
23/08/2021,"74,962.00","76,197.00","76,197.00","74,962.00",4.12M,-1.94%
20/08/2021,"76,444.00","77,845.00","78,010.00","75,044.00",5.22M,-1.80%
19/08/2021,"77,845.00","78,257.00","78,257.00","77,268.00",3.27M,0.53%
18/08/2021,"77,433.00","77,268.00","78,174.00","77,268.00",2.34M,0.21%
17/08/2021,"77,268.00","77,515.00","77,927.00","77,021.00",3.36M,-0.85%
16/08/2021,"77,927.00","78,257.00","78,421.00","77,762.00",2.29M,0.64%
13/08/2021,"77,433.00","75,884.00","77,433.00","75,803.00",4.34M,1.28%
12/8/2021,"76,455.00","78,085.00","78,248.00","76,129.00",10.08M,-2.39%
11/8/2021,"78,330.00","79,634.00","79,715.00","78,330.00",5.86M,-1.74%
10/8/2021,"79,715.00","80,123.00","80,204.00","79,552.00",3.22M,0.31%
9/8/2021,"79,471.00","79,063.00","79,634.00","78,167.00",3.52M,0.93%
6/8/2021,"78,737.00","78,900.00","79,226.00","78,085.00",4.10M,0.00%
5/8/2021,"78,737.00","77,596.00","79,063.00","77,351.00",2.98M,1.05%
4/8/2021,"77,922.00","78,167.00","78,411.00","77,351.00",3.38M,-0.21%
3/8/2021,"78,085.00","78,085.00","78,248.00","77,188.00",4.33M,0.21%
2/8/2021,"77,922.00","76,618.00","78,737.00","76,618.00",5.13M,1.70%
30/07/2021,"76,618.00","76,210.00","77,270.00","75,640.00",5.43M,0.64%
29/07/2021,"76,129.00","74,988.00","76,536.00","74,743.00",4.46M,1.52%
28/07/2021,"74,988.00","75,640.00","76,373.00","74,743.00",4.02M,-1.29%
27/07/2021,"75,966.00","76,944.00","77,351.00","75,395.00",6.01M,-0.53%
26/07/2021,"76,373.00","73,602.00","76,536.00","73,521.00",6.93M,3.54%
23/07/2021,"73,765.00","72,868.00","75,721.00","72,298.00",8.11M,1.23%
22/07/2021,"72,868.00","70,260.00","73,032.00","70,260.00",5.33M,3.23%
21/07/2021,"70,586.00","70,749.00","71,646.00","70,179.00",4.04M,-0.23%
20/07/2021,"70,749.00","69,119.00","70,749.00","68,386.00",3.06M,2.48%
19/07/2021,"69,038.00","69,445.00","70,423.00","68,875.00",3.95M,-2.42%
16/07/2021,"70,749.00","70,016.00","71,727.00","69,690.00",2.74M,1.64%
15/07/2021,"69,608.00","69,038.00","70,586.00","69,038.00",3.26M,0.23%
14/07/2021,"69,445.00","71,401.00","71,401.00","69,038.00",2.92M,-2.07%
13/07/2021,"70,912.00","70,831.00","71,157.00","69,282.00",2.65M,1.04%
12/7/2021,"70,179.00","72,379.00","73,113.00","68,141.00",8.12M,-4.01%
9/7/2021,"73,113.00","73,032.00","74,988.00","72,379.00",3.54M,-0.11%
8/7/2021,"73,195.00","73,684.00","73,765.00","72,542.00",2.85M,-0.77%
7/7/2021,"73,765.00","70,912.00","74,173.00","69,282.00",5.89M,4.02%
6/7/2021,"70,912.00","75,395.00","75,803.00","70,912.00",3.17M,-6.15%
5/7/2021,"75,558.00","77,433.00","77,433.00","74,173.00",3.52M,0.87%
2/7/2021,"74,906.00","72,787.00","75,395.00","72,461.00",4.65M,3.37%
1/7/2021,"72,461.00","71,809.00","72,461.00","71,727.00",2.04M,1.02%
30/06/2021,"71,727.00","72,542.00","72,624.00","71,727.00",1.98M,-0.68%
29/06/2021,"72,216.00","70,586.00","72,542.00","70,342.00",5.88M,3.38%
28/06/2021,"69,853.00","70,179.00","70,179.00","69,608.00",2.23M,0.59%
25/06/2021,"69,445.00","69,038.00","69,608.00","68,630.00",1.80M,0.59%
24/06/2021,"69,038.00","68,712.00","69,201.00","68,386.00",1.99M,-0.24%
23/06/2021,"69,201.00","69,527.00","69,771.00","68,549.00",1.92M,-0.58%
22/06/2021,"69,608.00","70,179.00","70,586.00","69,608.00",2.11M,-0.23%
21/06/2021,"69,771.00","68,141.00","70,342.00","67,815.00",4.65M,2.15%
18/06/2021,"68,304.00","67,733.00","68,630.00","67,407.00",2.02M,1.45%
17/06/2021,"67,326.00","66,918.00","67,733.00","66,918.00",2.68M,-0.60%
16/06/2021,"67,733.00","67,815.00","68,956.00","67,407.00",2.95M,-0.12%
15/06/2021,"67,815.00","68,304.00","68,875.00","67,815.00",2.13M,-0.72%
14/06/2021,"68,304.00","68,059.00","68,956.00","67,652.00",3.06M,0.36%
11/6/2021,"68,059.00","66,429.00","68,386.00","66,266.00",2.83M,1.95%
10/6/2021,"66,755.00","66,592.00","67,244.00","66,022.00",2.66M,0.24%
9/6/2021,"66,592.00","65,696.00","66,918.00","64,392.00",4.29M,1.11%
8/6/2021,"65,859.00","66,837.00","67,652.00","65,696.00",4.18M,-2.30%
7/6/2021,"67,407.00","68,956.00","69,038.00","66,022.00",4.45M,-2.36%
4/6/2021,"69,038.00","69,282.00","69,364.00","68,304.00",4.58M,-0.59%
3/6/2021,"69,445.00","69,282.00","69,608.00","68,712.00",3.83M,-0.35%
2/6/2021,"69,690.00","70,994.00","71,320.00","69,282.00",3.66M,-1.84%
1/6/2021,"70,994.00","71,646.00","72,135.00","70,912.00",4.19M,3.23%
31/05/2021,"68,772.00","67,086.00","68,842.00","66,524.00",4.47M,3.27%
28/05/2021,"66,594.00","66,032.00","66,735.00","65,822.00",2.59M,1.07%
27/05/2021,"65,892.00","66,946.00","67,016.00","65,681.00",2.41M,-1.57%
26/05/2021,"66,946.00","66,173.00","67,086.00","65,822.00",2.75M,1.60%
25/05/2021,"65,892.00","65,681.00","66,875.00","65,190.00",2.98M,0.32%
24/05/2021,"65,681.00","65,892.00","65,962.00","64,698.00",3.68M,-0.32%
21/05/2021,"65,892.00","66,243.00","67,859.00","65,330.00",4.45M,-1.78%
20/05/2021,"67,086.00","63,785.00","67,086.00","63,504.00",4.86M,5.18%
19/05/2021,"63,785.00","61,466.00","63,995.00","60,975.00",3.97M,4.37%
18/05/2021,"61,115.00","60,694.00","61,396.00","60,553.00",2.94M,1.52%
17/05/2021,"60,202.00","60,272.00","60,834.00","59,851.00",2.41M,1.06%
14/05/2021,"59,570.00","59,218.00","60,553.00","59,078.00",2.57M,0.95%
13/05/2021,"59,008.00","59,710.00","59,991.00","59,008.00",3.53M,-1.64%
12/5/2021,"59,991.00","59,710.00","59,991.00","59,218.00",2.55M,0.23%
11/5/2021,"59,851.00","60,413.00","60,834.00","59,851.00",2.87M,-0.70%
10/5/2021,"60,272.00","58,376.00","60,413.00","58,305.00",6.22M,3.37%
7/5/2021,"58,305.00","58,095.00","59,008.00","57,814.00",3.73M,0.36%
6/5/2021,"58,095.00","58,305.00","58,657.00","57,743.00",2.72M,-0.24%
5/5/2021,"58,235.00","59,359.00","59,359.00","58,095.00",3.20M,0.00%
4/5/2021,"58,235.00","56,198.00","58,657.00","56,198.00",3.26M,2.47%
29/04/2021,"56,830.00","56,760.00","57,462.00","56,760.00",2.89M,0.12%
28/04/2021,"56,760.00","56,268.00","57,111.00","56,268.00",1.89M,0.12%
27/04/2021,"56,690.00","56,479.00","57,181.00","56,268.00",1.78M,-0.37%
26/04/2021,"56,900.00","57,954.00","58,165.00","56,549.00",3.52M,-2.41%
23/04/2021,"58,305.00","56,198.00","58,305.00","55,987.00",4.37M,3.75%
22/04/2021,"56,198.00","57,603.00","58,937.00","56,198.00",3.13M,-3.50%
20/04/2021,"58,235.00","57,462.00","59,640.00","57,322.00",6.55M,1.72%
19/04/2021,"57,252.00","56,198.00","57,252.00","55,847.00",3.29M,2.26%
16/04/2021,"55,987.00","56,057.00","57,041.00","55,355.00",3.03M,-0.38%
15/04/2021,"56,198.00","56,900.00","57,181.00","56,057.00",2.89M,-1.23%
14/04/2021,"56,900.00","56,198.00","56,900.00","55,847.00",3.49M,0.37%
13/04/2021,"56,690.00","57,603.00","57,743.00","56,549.00",2.81M,-1.70%
12/4/2021,"57,673.00","57,884.00","57,884.00","57,252.00",2.79M,0.00%
9/4/2021,"57,673.00","56,128.00","58,305.00","56,128.00",5.48M,3.14%
8/4/2021,"55,917.00","56,338.00","56,619.00","55,847.00",2.22M,0.00%
7/4/2021,"55,917.00","55,636.00","55,987.00","55,566.00",2.08M,0.25%
6/4/2021,"55,776.00","55,566.00","56,198.00","55,566.00",2.08M,-0.25%
5/4/2021,"55,917.00","56,479.00","56,549.00","55,425.00",2.05M,-0.25%
2/4/2021,"56,057.00","56,479.00","56,549.00","56,057.00",2.69M,0.13%
1/4/2021,"55,987.00","54,723.00","55,987.00","54,723.00",3.45M,2.57%
31/03/2021,"54,582.00","54,161.00","54,863.00","53,809.00",1.90M,0.78%
30/03/2021,"54,161.00","54,723.00","54,793.00","54,090.00",2.09M,-0.64%
29/03/2021,"54,512.00","53,739.00","54,863.00","53,458.00",2.76M,1.97%
26/03/2021,"53,458.00","53,528.00","53,950.00","52,334.00",3.69M,-0.65%
25/03/2021,"53,809.40","54,441.70","54,441.70","53,739.20",3.18M,-0.52%
24/03/2021,"54,090.40","54,722.70","55,425.10","53,739.20",3.42M,-2.28%
23/03/2021,"55,354.90","55,144.10","56,197.80","55,003.60",3.04M,0.13%
22/03/2021,"55,284.60","55,846.60","55,916.90","55,003.60",2.88M,-1.38%
19/03/2021,"56,057.40","56,197.80","56,549.10","55,776.40",3.10M,-1.48%
18/03/2021,"56,900.30","56,900.30","56,900.30","56,197.80",2.49M,0.25%
17/03/2021,"56,759.80","57,251.60","57,251.60","56,197.80",2.21M,-0.25%
