Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
20/04/2018,"26,470.10","26,340.60","26,556.50","26,038.30",1.95M,0.99%
19/04/2018,"26,211.00","26,772.40","26,815.60","26,211.00",4.77M,-2.10%
18/04/2018,"26,772.40","26,901.90","27,161.00","26,729.20",2.50M,0.00%
17/04/2018,"26,772.40","26,556.50","26,772.40","26,297.40",2.22M,1.47%
16/04/2018,"26,383.70","26,772.40","26,945.10","26,297.40",2.37M,-1.45%
13/04/2018,"26,772.40","27,592.80","27,592.80","26,772.40",4.31M,-2.52%
12/4/2018,"27,463.30","27,204.20","27,463.30","26,815.60",2.65M,0.95%
11/4/2018,"27,204.20","27,981.50","28,240.50","27,204.20",6.62M,-2.17%
10/4/2018,"27,808.70","27,463.30","28,154.20","27,420.10",9.01M,1.58%
9/4/2018,"27,376.90","27,031.50","27,463.30","27,031.50",3.02M,1.12%
6/4/2018,"27,074.60","27,722.40","27,765.50","27,074.60",7.26M,-0.48%
5/4/2018,"27,204.20","26,772.40","27,506.50","26,556.50",5.77M,2.11%
4/4/2018,"26,642.80","26,772.40","27,117.80","26,599.70",4.61M,0.82%
3/4/2018,"26,426.90","26,426.90","26,513.30","26,297.40",2.29M,-0.49%
2/4/2018,"26,556.50","26,556.50","26,642.80","26,340.60",4.41M,1.32%
30/03/2018,"26,211.00","25,736.00","26,470.10","25,649.70",4.89M,2.02%
29/03/2018,"25,692.80","25,649.70","25,779.20","25,476.90",1.66M,1.02%
28/03/2018,"25,433.80","25,520.10","25,649.70","25,390.60",1.33M,-1.01%
27/03/2018,"25,692.80","25,865.60","25,951.90","25,476.90",1.99M,0.51%
26/03/2018,"25,563.30","25,304.20","25,649.70","25,304.20",1.89M,1.02%
23/03/2018,"25,304.20","25,476.90","25,736.00","25,045.10",5.69M,-2.50%
22/03/2018,"25,951.90","26,340.60","26,513.30","25,951.90",2.54M,-1.48%
21/03/2018,"26,340.60","26,470.10","26,686.00","26,340.60",2.01M,-0.49%
20/03/2018,"26,470.10","25,995.10","26,901.90","25,908.80",5.86M,1.32%
19/03/2018,"26,124.70","25,995.10","26,167.80","25,865.60",2.68M,0.67%
16/03/2018,"25,951.90","26,167.80","26,254.20","25,779.20",2.86M,-0.83%
15/03/2018,"26,167.80","26,340.60","26,383.70","26,038.30",2.39M,-0.33%
14/03/2018,"26,254.20","25,951.90","26,254.20","25,649.70",4.16M,1.16%
13/03/2018,"25,951.90","26,426.90","26,426.90","25,649.70",8.35M,-2.12%
12/3/2018,"26,513.30","26,772.40","27,031.50","26,513.30",3.23M,-0.32%
9/3/2018,"26,599.70","27,074.60","27,247.40","26,556.50",4.15M,-0.96%
8/3/2018,"26,858.70","26,772.40","26,988.30","26,470.10",2.64M,0.00%
7/3/2018,"26,858.70","27,420.10","27,506.50","26,556.50",4.02M,-1.74%
6/3/2018,"27,333.70","26,988.30","27,333.70","26,642.80",5.17M,2.93%
5/3/2018,"26,556.50","26,470.10","27,851.90","26,470.10",12.10M,0.65%
2/3/2018,"26,383.70","26,124.70","26,470.10","25,908.80",3.70M,0.49%
1/3/2018,"26,254.20","25,649.70","26,426.90","25,520.10",4.24M,1.67%
28/02/2018,"25,822.40","25,563.30","26,081.50","25,520.10",3.69M,0.00%
27/02/2018,"25,822.40","26,211.00","26,254.20","25,692.80",2.84M,-0.99%
26/02/2018,"26,081.50","26,340.60","26,686.00","26,081.50",4.95M,-0.17%
23/02/2018,"26,124.70","25,261.00","26,167.80","25,261.00",3.23M,3.60%
22/02/2018,"25,217.90","25,606.50","25,692.80","25,131.50",2.88M,-1.68%
21/02/2018,"25,649.70","25,951.90","26,038.30","25,476.90",3.16M,0.68%
13/02/2018,"25,476.90","25,131.50","25,606.50","24,958.80",2.91M,3.33%
12/2/2018,"24,656.50","24,311.00","24,656.50","23,533.80",2.34M,3.82%
9/2/2018,"23,749.70","22,670.20","23,749.70","22,670.20",4.30M,-0.36%
8/2/2018,"23,836.10","24,181.50","24,613.30","23,749.70",3.43M,-2.47%
7/2/2018,"24,440.60","24,613.30","24,742.90","24,181.50",3.76M,4.43%
6/2/2018,"23,404.20","22,972.40","24,397.40","22,972.40",10.67M,-5.08%
5/2/2018,"24,656.50","25,951.90","26,254.20","24,656.50",7.54M,-6.39%
2/2/2018,"26,340.60","26,599.70","26,686.00","26,124.70",3.36M,-0.97%
1/2/2018,"26,599.70","27,161.00","27,420.10","26,599.70",4.19M,-2.07%
31/01/2018,"27,161.00","27,981.50","28,283.70","27,161.00",8.01M,-1.72%
30/01/2018,"27,636.00","25,822.40","27,636.00","25,692.80",9.47M,6.14%
29/01/2018,"26,038.30","26,297.40","26,729.20","25,865.60",2.68M,-0.82%
26/01/2018,"26,254.20","26,772.40","26,772.40","26,124.70",3.28M,-0.49%
25/01/2018,"26,383.70","26,556.50","27,031.50","26,297.40",10.78M,0.33%
22/01/2018,"26,297.40","25,692.80","26,556.50","25,649.70",5.04M,3.40%
19/01/2018,"25,433.80","25,476.90","25,822.40","25,433.80",4.02M,-0.17%
18/01/2018,"25,476.90","25,174.70","25,476.90","24,872.40",6.65M,0.00%
17/01/2018,"25,476.90","26,340.60","26,383.70","25,476.90",4.54M,-3.28%
16/01/2018,"26,340.60","26,297.40","26,556.50","26,038.30",3.04M,0.00%
15/01/2018,"26,340.60","25,951.90","26,426.90","25,779.20",4.61M,1.33%
12/1/2018,"25,995.10","26,686.00","26,772.40","25,995.10",5.67M,-2.11%
11/1/2018,"26,556.50","26,383.70","26,729.20","26,211.00",4.86M,0.00%
10/1/2018,"26,556.50","26,772.40","27,204.20","26,383.70",5.24M,-0.97%
9/1/2018,"26,815.60","26,340.60","26,901.90","26,038.30",8.05M,1.97%
8/1/2018,"26,297.40","25,736.00","26,297.40","25,606.50",5.08M,1.50%
5/1/2018,"25,908.80","26,340.60","26,383.70","25,865.60",5.72M,-1.64%
4/1/2018,"26,340.60","25,908.80","26,340.60","25,865.60",5.59M,2.01%
3/1/2018,"25,822.40","26,124.70","26,211.00","25,692.80",5.68M,0.00%
2/1/2018,"25,822.40","24,742.90","25,822.40","24,699.70",10.08M,4.73%
